"id_caja","nombre_caja","cantidad","seccion_id","estanteria_id","barcode","finicio","ftermino","estado"
"box_1771261024087","PILAS TIPO C EVERREADY 1.5V","101","shelf_1770146684513_sec_1","shelf_1770146684513","7501037600926","2023-01-23 00:00:00","2027-01-14 00:00:00","OK"
"box_1771261085718","ACCESORIOS MONITORES CARDIOFETALES   SENSORES MONITORES DE APNEA","1","shelf_1770146684513_sec_1","shelf_1770146684513","2430201025900","2024-12-31 00:00:00","2027-01-20 00:00:00","STOCK_BAJO"
"box_1771261129038","BATERIAS ELECTRO G MAC 600","1","shelf_1770146684513_sec_1","shelf_1770146684513","2410300017402","2025-01-01 00:00:00","2027-01-01 00:00:00","STOCK_BAJO"
"box_1771881672958","BATERIAS ELECTRO GE MAC 600","1","shelf_1770146684513_sec_1","shelf_1770146684513","2410300016402","","","STOCK_BAJO"
"box_1774536660830","Sensores monitores de apnea ","5","shelf_1770146684513_sec_1","shelf_1770146684513","","","","STOCK_BAJO"
"box_1787228415635","BATERIA CARDIO FETAL F6","2","shelf_1770146684513_sec_1","shelf_1770146684513","","","","STOCK_BAJO"
"box_1787228482519","TRANSDUCTOR ULTRASONICO MONITOR CARDIO FETAL","1","shelf_1770146684513_sec_1","shelf_1770146684513","0201109301019","","","STOCK_BAJO"
"box_1787228524518","TRANSDUCTOR TOCO MONITOR CARDIO FETAL ","2","shelf_1770146684513_sec_1","shelf_1770146684513","0201315270190","","","STOCK_BAJO"
"box_1787228673099","CELDAS DE OXIGENO INCUBADORA UTI","4","shelf_1770146684513_sec_1","shelf_1770146684513","1494296260859","","","STOCK_BAJO"
"box_1787257353554","VISAGRAS MALVESTIO","4","shelf_1770146684513_sec_1","shelf_1770146684513","","","","STOCK_BAJO"
"box_1787340637458","SENSOR MONITOR RESPIRATORIO SIS DE APNEA","10","shelf_1770146684513_sec_1","shelf_1770146684513","5691700000000","","","STOCK_BAJO"
"box_1789126728090","BATERIAS 9V","2","shelf_1770146684513_sec_1","shelf_1770146684513","0413330010430","","","STOCK_BAJO"
"box_1771261162854","BATERIAS DESFRIBRILADORES SAMU","2","shelf_1770146684513_sec_2","shelf_1770146684513","0493192110905","","","STOCK_BAJO"
"box_1771261288317","BATERIAS PROGETTI","28","shelf_1770146684513_sec_2","shelf_1770146684513","","","","OK"
"box_1771261302845","BATERIAS EDAN","10","shelf_1770146684513_sec_2","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771270552182","BATERIAS V100 {CAJA 1}","13","shelf_1770146684513_sec_2","shelf_1770146684513","","","","OK"
"box_1771261366861","BATERIA MEDITCH ECG 1212A {CAJA 1}","2","shelf_1770146684513_sec_2","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771436209999","Bateria Ultracell 12v 3Amp","1","shelf_1770146684513_sec_2","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771261419148","BATERIAS DESFRIBRILADOR NIHON KOHDEN TEC-5631","22","shelf_1770146684513_sec_3","shelf_1770146684513","0493192186457","","","OK"
"box_1771261536595","BATERIAS DESFIBRILADORES MINDRAY BENEHEART D3","3","shelf_1770146684513_sec_3","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771261777425","BATERIAS HAMILTON MEDICAL","3","shelf_1770146684513_sec_3","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771436535836","Bateria Nihon Kohden 9.6v","1","shelf_1770146684513_sec_3","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771436732395","BATERIAS DESFIBRILADORES MINDRAY BENEHEART D6","2","shelf_1770146684513_sec_3","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771436742483","BATERIAS DESFIBRILADORES MINDRAY BENEHEART D500","2","shelf_1770146684513_sec_3","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771436798171","Baterias Striker","3","shelf_1770146684513_sec_3","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771261573395","PALAS DESFRIBILADOR NIHON KOHDEN {CAJA 1}","1","shelf_1770146684513_sec_4","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771261626194","PALAS DESFRIBILADOR NIHON KOHDEN {CAJA 2}","1","shelf_1770146684513_sec_4","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771270985059","PALAS DESFRIBRILADOR MINDRAY {SUELTO 1}","1","shelf_1770146684513_sec_4","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771270956020","PALAS DESFRIBRILADOR MINDRAY {SUELTO 2}","1","shelf_1770146684513_sec_4","shelf_1770146684513","","","","STOCK_BAJO"
"box_1771261597938","PARCHES DEA (NUEVOS-DE PRUEBA)","19","shelf_1770146684513_sec_4","shelf_1770146684513","","","","OK"
"box_1776094722295","Parches Dea Nihon Kohden ","1","shelf_1770146684513_sec_4","shelf_1770146684513","0493192190242","2026-04-13 00:00:00","2029-03-31 00:00:00","STOCK_BAJO"
"box_1771270214297","BRAZALETE NEO EDAN-PROGETTI","121","shelf_1771261708842_sec_1","shelf_1771261708842","0900120200408","","","OK"
"box_1771261755337","BRAZALETE PEDIATRICO EDAN-PROGETTI","22","shelf_1771261708842_sec_1","shelf_1771261708842","0900120230104","","","OK"
"box_1771261849880","BRAZALETES NIHON KOHDEN 19","19","shelf_1771261708842_sec_2","shelf_1771261708842","0493192189940","","","OK"
"box_1771261879280","BRAZALETES NIHON KOHDEN PEDIATRICO N°5","27","shelf_1771261708842_sec_2","shelf_1771261708842","0493192189935","","","OK"
"box_1771261892936","BRAZALETES NIHON KOHDEN PEDIATRICO N7","86","shelf_1771261708842_sec_2","shelf_1771261708842","0493192189936","","","OK"
"box_1771261931552","BRAZALETE MONITOR COMEN ADULTO 23.5","6","shelf_1771261708842_sec_2","shelf_1771261708842","3230917507000","","","STOCK_BAJO"
"box_1771447782376","BRAZALETES NIHON KOHDEN PEDIATRICO N10","13","shelf_1771261708842_sec_2","shelf_1771261708842","0493192189937","","","OK"
"box_1771261949752","BRAZALETE NEO NIHON KODEN N2","11","shelf_1771261708842_sec_3","shelf_1771261708842","1084152211109","","","OK"
"box_1771261979655","BRAZALETE ADULTO  N13 NIHON KOHDEN","34","shelf_1771261708842_sec_3","shelf_1771261708842","0493192189938","","","OK"
"box_1771448129245","BRAZALETE NEO NIHON KOHDEN N5","8","shelf_1771261708842_sec_3","shelf_1771261708842","1084152211130","","","STOCK_BAJO"
"box_1771448380227","BRAZALETE NEO NIHON KOHDEN N1","13","shelf_1771261708842_sec_3","shelf_1771261708842","1084152210353","","","OK"
"box_1771448408139","BRAZALETE NEO NIHON KOHDEN N3","10","shelf_1771261708842_sec_3","shelf_1771261708842","1084152211116","","","STOCK_BAJO"
"box_1771448960486","BRAZALETE ADULTO NIHON KOHDEN N16","28","shelf_1771261708842_sec_3","shelf_1771261708842","0493192189939","","","OK"
